/var/spool/slurmd/job25658628/slurm_script: line 3: module: command not found
Epoch: 0001 loss_train: 15.9944 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0002 loss_train: 15.9407 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0003 loss_train: 15.9425 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0004 loss_train: 15.9299 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0005 loss_train: 15.9286 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0006 loss_train: 15.9346 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0007 loss_train: 15.9324 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0008 loss_train: 15.9376 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0009 loss_train: 15.9363 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0010 loss_train: 15.9332 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0011 loss_train: 15.9298 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0012 loss_train: 15.9415 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0013 loss_train: 15.9353 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0014 loss_train: 15.9386 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0015 loss_train: 15.9327 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0016 loss_train: 15.9367 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0017 loss_train: 15.9317 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0018 loss_train: 15.9346 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0019 loss_train: 15.9361 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0020 loss_train: 15.9450 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0021 loss_train: 15.9360 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0022 loss_train: 15.9359 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0023 loss_train: 15.9330 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0024 loss_train: 15.9328 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0025 loss_train: 15.9364 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0026 loss_train: 15.9414 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0027 loss_train: 15.9332 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0028 loss_train: 15.9355 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0029 loss_train: 15.9319 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0030 loss_train: 15.9391 acc_train: 0.5088 acc_val: 0.5510
Optimization Finished! Total time elapsed: 64.285431
