/var/spool/slurmd/job25658596/slurm_script: line 3: module: command not found
Epoch: 0001 loss_train: 9.5573 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0002 loss_train: 8.9806 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0003 loss_train: 8.5484 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0004 loss_train: 8.3504 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0005 loss_train: 8.3204 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0006 loss_train: 8.3072 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0007 loss_train: 8.3250 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0008 loss_train: 8.2995 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0009 loss_train: 8.3035 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0010 loss_train: 8.3242 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0011 loss_train: 8.2906 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0012 loss_train: 8.3140 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0013 loss_train: 8.3063 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0014 loss_train: 8.3200 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0015 loss_train: 8.3069 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0016 loss_train: 8.3009 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0017 loss_train: 8.3214 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0018 loss_train: 8.2984 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0019 loss_train: 8.3052 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0020 loss_train: 8.3147 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0021 loss_train: 8.3132 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0022 loss_train: 8.3201 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0023 loss_train: 8.3180 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0024 loss_train: 8.3138 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0025 loss_train: 8.3069 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0026 loss_train: 8.3164 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0027 loss_train: 8.3164 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0028 loss_train: 8.3190 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0029 loss_train: 8.3167 acc_train: 0.5088 acc_val: 0.5510
Epoch: 0030 loss_train: 8.3128 acc_train: 0.5088 acc_val: 0.5510
Optimization Finished! Total time elapsed: 37.605127
